,id_sentence,text,id_tale,Y_1,Y_2,Y_3,target,consensus,processed
1387,1388,ทั้งหมดทรุดตัวลงนั่งและหลับไป หลังจากนั้นไม่นาน อัลเบิร์ตก็ตื่นขึ้น,26,0,-1,-1,-1,0,"['ทั้งหมด', 'ทรุดตัว', 'ลงนั่ง', 'และ', 'หลับ', 'ไป', 'หลังจากนั้น', 'ไม่', 'นาน', 'อัลเบิร์ต', 'ก็', 'ตื่นขึ้น']"
1388,1389,เขาวิ่งไปที่ลำธารเพื่อจะดูว่าใบไม้ที่ทิ้งไปถูกสายน้ำพัดไปหมดหรือยัง,26,0,0,0,0,1,"['เขา', 'วิ่ง', 'ไป', 'ที่', 'ลำธาร', 'เพื่อ', 'จะ', 'ดู', 'ว่า', 'ใบไม้', 'ที่', 'ทิ้ง', 'ไป', 'ถูก', 'สายน้ำ', 'พัด', 'ไป', 'หมด', 'หรือยัง']"
1389,1390,แล้วเขาก็ต้องตกใจเมื่อพบทหารพวกนั้น,26,-1,-1,-1,-1,1,"['แล้ว', 'เขา', 'ก็', 'ต้อง', 'ตกใจ', 'เมื่อ', 'พบ', 'ทหาร', 'พวก', 'นั้น']"
1390,1391,เขาจึงวิ่งกลับไปยังปราสาทเพื่อบอกให้ทหารยามรู้ตัวและส่งสัญญาณเตือนภัย,26,-1,0,-1,-1,0,"['เขา', 'จึง', 'วิ่ง', 'กลับ', 'ไป', 'ยัง', 'ปราสาท', 'เพื่อ', 'บอก', 'ให้', 'ทหารยาม', 'รู้ตัว', 'และ', 'ส่งสัญญาณ', 'เตือนภัย']"
1391,1392,เจ้าของปราสาทจึงนำทหารออกไปจับศัตรูที่กำลังหลับใหลได้อย่างง่ายดาย,26,0,-1,1,1,0,"['เจ้าของ', 'ปราสาท', 'จึง', 'นำ', 'ทหาร', 'ออก', 'ไป', 'จับ', 'ศัตรู', 'ที่', 'กำลัง', 'หลับใหล', 'ได้', 'อย่าง', 'ง่ายดาย']"
1392,1393,นิทานหิ่งห้อย,27,0,0,0,0,1,"['นิทาน', 'หิ่งห้อย']"
1393,1394,อีแรน เดอเกลแปร์,27,0,0,0,0,1,"['อี', 'แร', 'เด', 'เกล', 'แปร์']"
1394,1395,มีเรื่องเล่ามากมายหลายเรื่องเกี่ยวกับรุ้งกินน้ำ แต่เคยได้ยินเรื่องนี้กันหรือยัง,27,0,1,0,0,0,"['มี', 'เรื่องเล่า', 'มากมาย', 'หลาย', 'เรื่อง', 'เกี่ยวกับ', 'รุ้งกินน้ำ', 'แต่', 'เคย', 'ได้ยิน', 'เรื่อง', 'นี้', 'กัน', 'หรือยัง']"
1395,1396,ตามธรรมดาเมื่อพระอาทิตย์กำลังส่องแสงจ้าอยู่บนฟ้า ฝนก็จะไม่ตก,27,0,1,0,0,0,"['ตามธรรมดา', 'เมื่อ', 'พระอาทิตย์', 'กำลัง', 'ส่องแสง', 'จ้า', 'อยู่', 'บน', 'ฟ้า', 'ฝน', 'ก็', 'จะ', 'ไม่', 'ตก']"
1396,1397,เพราะพระอาทิตย์ที่แจ่มใส,27,1,1,1,1,1,"['เพราะ', 'พระอาทิตย์', 'ที่', 'แจ่มใส']"
1397,1398,กับฝนที่แสนเศร้านั้นตกลงกันว่าจะผลัดกันปรากฏตัว ทั้งคู่จึงไม่เคยได้พบกันเลย,27,-1,-1,-1,-1,1,"['กับ', 'ฝน', 'ที่', 'แสน', 'เศร้า', 'นั้น', 'ตกลง', 'กัน', 'ว่า', 'จะ', 'ผลัดกัน', 'ปรากฏตัว', 'ทั้งคู่', 'จึง', 'ไม่', 'เคย', 'ได้', 'พบกัน', 'เลย']"
1398,1399,แต่วันหนึ่ง พระอาทิตย์กับสายฝนก็รู้สึกว่าเล่นซ่อนหากันมานานพอแล้ว ทั้งสองจึงตัดสินใจที่จะปรากฏตัวขึ้นพร้อมๆ กันสักครั้ง,27,0,1,0,0,0,"['แต่', 'วันหนึ่ง', 'พระอาทิตย์', 'กับ', 'สายฝน', 'ก็', 'รู้สึก', 'ว่า', 'เล่น', 'ซ่อนหา', 'กัน', 'มา', 'นาน', 'พอแล้ว', 'ทั้งสอง', 'จึง', 'ตัดสินใจ', 'ที่จะ', 'ปรากฏตัว', 'ขึ้น', 'สักครั้ง']"
1399,1400,พระอาทิตย์ส่องแสงจ้าแผ่กว้างลงบนพื้นโลก และฝนก็ตกลงมาเป็นม่านหยดน้ำพรมลงบนทุ่งหญ้าป่าเขา,27,0,1,0,0,0,"['พระอาทิตย์', 'ส่องแสง', 'จ้า', 'แผ่', 'กว้าง', 'ลง', 'บน', 'พื้นโลก', 'และ', 'ฝน', 'ก็', 'ตก', 'ลงมา', 'เป็น', 'ม่าน', 'หยดน้ำ', 'พรม', 'ลง', 'บน', 'ทุ่งหญ้า', 'ป่า', 'เขา']"
1400,1401,หยดน้ำและแสงสว่างประกอบกันเป็นสะพานสายหนึ่ง นั่นก็คือ...รุ้งกินน้ำ,27,0,1,0,0,0,"['หยดน้ำ', 'และ', 'แสงสว่าง', 'ประกอบ', 'กัน', 'เป็น', 'สะพาน', 'สาย', 'หนึ่ง', 'นั่น', 'ก็', 'คือ', 'xxrep', 'รุ้งกินน้ำ']"
1401,1402,พระอาทิตย์พูดขึ้นว่า “ฉันจะสร้างสะพานนี้เพื่อเดินทางไปหาเมฆเพื่อนรัก”,27,1,1,1,1,1,"['พระอาทิตย์', 'พูด', 'ขึ้น', 'ว่า', 'ฉัน', 'จะ', 'สร้าง', 'สะพาน', 'นี้', 'เพื่อ', 'เดินทาง', 'ไปหา', 'เมฆ', 'เพื่อนรัก']"
1402,1403,สายฝนก็พูดว่า “ฉันจะสร้างสะพานนี้เพื่อไปพบกับพระอาทิตย์”,27,0,1,0,0,0,"['สายฝน', 'ก็', 'พูดว่า', 'ฉัน', 'จะ', 'สร้าง', 'สะพาน', 'นี้', 'เพื่อ', 'ไป', 'พบ', 'กับ', 'พระอาทิตย์']"
1403,1404,แล้วภาพที่น่าอัศจรรย์ก็ปรากฏขึ้นพระอาทิตย์ส่องแสงแรงกล้าที่สุด และเมฆก็โปรยหยาดฝนเบาบางที่สุดลงบนสะพานหลากสีนั้น,27,1,1,1,1,1,"['แล้ว', 'ภาพ', 'ที่', 'น่าอัศจรรย์', 'ก็', 'ปรากฏ', 'ขึ้น', 'พระอาทิตย์', 'ส่องแสง', 'แรงกล้า', 'ที่สุด', 'และ', 'เมฆ', 'ก็', 'โปรย', 'หยาดฝน', 'เบาบาง', 'ที่สุด', 'ลง', 'บน', 'สะพาน', 'หลาก', 'สี', 'นั้น']"
1404,1405,ม่านน้ำฝนกระทบกับม่านแสงแดด แรงกระทบทำให้หยดประกายแสงที่ตกลงมากระจัดกระจายไปทั่วผืนโลก,27,0,1,0,0,0,"['ม่าน', 'น้ำฝน', 'กระทบ', 'กับ', 'ม่าน', 'แสงแดด', 'แรง', 'กระทบ', 'ทำให้', 'หยด', 'ประกาย', 'แสง', 'ที่', 'ตก', 'ลงมา', 'กระจัดกระจาย', 'ไป', 'ทั่ว', 'ผืน', 'โลก']"
1405,1406,สัตว์ต่างๆ ตกใจกลัว,27,-1,-1,-1,-1,1,"['สัตว์', 'ต่างๆ', 'ตกใจกลัว']"
1406,1407,เมื่อเห็นฝนประหลาดตกลงมาเป็นประกาย จึงพากันวิ่งหนี,27,-1,-1,1,1,0,"['เมื่อ', 'เห็น', 'ฝน', 'ประหลาด', 'ตก', 'ลงมา', 'เป็นประกาย', 'จึง', 'พา', 'กัน', 'วิ่งหนี']"
1407,1408,มีเพียงหนอนบางตัวเท่านั้นที่ไม่กลัวหยดน้ำที่ส่องสว่างนี้,27,1,1,1,1,1,"['มี', 'เพียง', 'หนอน', 'บาง', 'ตัว', 'เท่านั้น', 'ที่', 'ไม่', 'กลัว', 'หยดน้ำ', 'ที่', 'ส่องสว่าง', 'นี้']"
1408,1409,พวกมันกลับเห็นว่าฝนประหลาดนี้ช่างสวยงามน่ากิน จึงลองชิมดู,27,1,1,1,1,1,"['พวก', 'มัน', 'กลับ', 'เห็น', 'ว่า', 'ฝน', 'ประหลาด', 'นี้', 'ช่าง', 'สวยงาม', 'น่ากิน', 'จึง', 'ลอง', 'ชิม', 'ดู']"
1409,1410,และด้วยเหตุนี้ เมื่อหนอนพวกนี้โตเต็มที่ มันจึงกลายเป็นแมลงที่มีแสงสว่างในตัวเอง,27,0,1,0,0,0,"['และ', 'ด้วยเหตุนี้', 'เมื่อ', 'หนอน', 'พวก', 'นี้', 'โต', 'เต็มที่', 'มัน', 'จึง', 'กลายเป็น', 'แมลง', 'ที่', 'มี', 'แสงสว่าง', 'ใน', 'ตัวเอง']"
1410,1411,นั่นก็คือหิ่งห้อยที่คอยส่องแสงกระพริบวิบวาวในยามค่ำคืนนั่นเอง,27,0,1,0,0,0,"['นั่น', 'ก็', 'คือ', 'หิ่งห้อย', 'ที่', 'คอย', 'ส่องแสง', 'กระพริบ', 'วิบ', 'วาว', 'ใน', 'ยามค่ำคืน', 'นั่นเอง']"
1411,1412,น้ำตาของเมฆน้อย,28,-1,-1,0,0,0,"['น้ำตา', 'ของ', 'เมฆ', 'น้อย']"
1412,1413,อีแรน เดอเกลแปร์,28,0,0,0,0,1,"['อี', 'แร', 'เด', 'เกล', 'แปร์']"
1413,1414,ก้อนเมฆเป็นนักเดินทางผู้ยิ่งใหญ่โดยมีลมคอยพัดให้มันลอยไป,28,0,0,0,0,1,"['ก้อน', 'เมฆ', 'เป็น', 'นักเดินทาง', 'ผู้ยิ่งใหญ่', 'โดย', 'มี', 'ลม', 'คอย', 'พัด', 'ให้', 'มัน', 'ลอย', 'ไป']"
1414,1415,มันลอยละล่องไปในท้องฟ้าราวกับเป็นเรือใบ,28,0,1,0,0,0,"['มัน', 'ลอยละล่อง', 'ไป', 'ใน', 'ท้องฟ้า', 'ราวกับ', 'เป็น', 'เรือใบ']"
1415,1416,ชีวิตของก้อนเมฆน้อยๆ น่าจะมีแต่ความสุขสนุกสนาน,28,1,1,1,1,1,"['ชีวิต', 'ของ', 'ก้อน', 'เมฆ', 'น้อย', 'น่าจะ', 'มี', 'แต่', 'ความสุข', 'สนุกสนาน']"
1416,1417,แต่เรื่องที่จะเล่าให้ฟังต่อไปนี้จะทำให้เรารู้ว่าเมฆก้อนน้อยก็อาจมีความทุกข์ได้เหมือนกัน,28,-1,-1,-1,-1,1,"['แต่', 'เรื่อง', 'ที่จะ', 'เล่า', 'ให้', 'ฟัง', 'ต่อไปนี้', 'จะ', 'ทำให้', 'เรา', 'รู้', 'ว่า', 'เมฆ', 'ก้อน', 'น้อย', 'ก็', 'อาจ', 'มี', 'ความทุกข์', 'ได้', 'เหมือนกัน']"
1417,1418,กาลครั้งหนึ่ง มีเมฆน้อยก้อนหนึ่งลอยตามลมอยู่ในท้องฟ้าสีครามอย่างมีความสุข,28,1,1,1,1,1,"['กาล', 'ครั้งหนึ่ง', 'มี', 'เมฆ', 'น้อย', 'ก้อน', 'หนึ่ง', 'ลอย', 'ตาม', 'ลม', 'อยู่', 'ใน', 'ท้องฟ้า', 'สี', 'คราม', 'อย่าง', 'มีความสุข']"
1418,1419,เมฆน้อยไม่เคยรู้เลยว่าตัวเองมีหน้าที่รดน้ำต้นไม้ ดังนั้นบนพื้นโลกจึงแทบไม่มีต้นไม้ใดๆ ขึ้นเลย,28,0,-1,0,0,0,"['เมฆ', 'น้อย', 'ไม่', 'เคย', 'รู้', 'เลย', 'ว่า', 'ตัวเอง', 'มี', 'หน้าที่', 'รดน้ำต้นไม้', 'ดังนั้น', 'บน', 'พื้นโลก', 'จึง', 'แทบ', 'ไม่', 'มี', 'ต้นไม้', 'ใดๆ', 'ขึ้น', 'เลย']"
1419,1420,วันหนึ่ง เมฆน้อยเห็นดอกไม้เล็กๆ ดอกหนึ่งกำลังต่อสู้กับความตาย,28,-1,-1,-1,-1,1,"['วันหนึ่ง', 'เมฆ', 'น้อย', 'เห็น', 'ดอกไม้', 'เล็ก', 'ดอก', 'หนึ่ง', 'กำลัง', 'ต่อสู้', 'กับ', 'ความตาย']"
1420,1421,พระอาทิตย์ผู้โหดร้ายทำให้หลอดเลือดที่บอบบางของมันแห้งลง และกลีบดอกสีขาวก็เหี่ยวเฉาไป,28,-1,-1,-1,-1,1,"['พระอาทิตย์', 'ผู้', 'โหดร้าย', 'ทำให้', 'หลอดเลือด', 'ที่', 'บอบบาง', 'ของ', 'มัน', 'แห้ง', 'ลง', 'และ', 'กลีบดอก', 'สี', 'ขาว', 'ก็', 'เหี่ยวเฉา', 'ไป']"
1421,1422,ดอกไม้ดอกเล็กๆ ที่เกิดมาอย่างยากลำบากกำลังจะตายลง เพราะผืนดินแห้งแข็งและลมก็ไม่ได้พัดพาเอาความชุ่มชื้นมาด้วย,28,-1,-1,-1,-1,1,"['ดอก', 'ไม้ดอก', 'เล็ก', 'ที่เกิด', 'มา', 'อย่าง', 'ยากลำบาก', 'กำลังจะ', 'ตาย', 'ลง', 'เพราะ', 'ผืนดิน', 'แห้ง', 'แข็ง', 'และ', 'ลม', 'ก็', 'ไม่', 'ได้', 'พัดพา', 'เอา', 'ความชุ่มชื้น', 'มา', 'ด้วย']"
1422,1423,เมฆน้อยรู้สึกทุกข์ใจมากเมื่อเห็นดอกไม้นั้น,28,-1,-1,-1,-1,1,"['เมฆ', 'น้อย', 'รู้สึก', 'ทุกข์ใจ', 'มาก', 'เมื่อ', 'เห็น', 'ดอกไม้', 'นั้น']"
1423,1424,“ฉันจะต้องลงไปข้างล่างเพื่อปลอบโยนมันสักหน่อย” เมฆน้อยรำพึงกับตัวเอง,28,1,1,1,1,1,"['ฉัน', 'จะ', 'ต้อง', 'ลง', 'ไป', 'ข้างล่าง', 'เพื่อ', 'ปลอบโยน', 'มัน', 'สักหน่อย', 'เมฆ', 'น้อย', 'รำพึง', 'กับ', 'ตัวเอง']"
1424,1425,แต่เรื่องนี้ไม่ใช่เรื่องง่าย เพราะมันไม่สามารถลงไปยังพื้นดินเบื้องล่างได้ถ้าท้องฟ้าไม่อนุญาต,28,0,-1,-1,-1,0,"['แต่', 'เรื่อง', 'นี้', 'ไม่', 'ใช่', 'เรื่อง', 'ง่าย', 'เพราะ', 'มัน', 'ไม่', 'สามารถ', 'ลง', 'ไป', 'ยัง', 'พื้นดิน', 'เบื้องล่าง', 'ได้', 'ถ้า', 'ท้องฟ้า', 'ไม่', 'อนุญาต']"
1425,1426,เมฆน้อยพยายามต่อสู้ดิ้นรนให้พ้นจากพลังอำนาจของท้องฟ้าที่ฉุดมันไว้ แต่ก็ทำไม่สำเร็จ,28,-1,-1,-1,-1,1,"['เมฆ', 'น้อย', 'พยายาม', 'ต่อสู้', 'ดิ้นรน', 'ให้', 'พ้น', 'จาก', 'พลัง', 'อำนาจ', 'ของ', 'ท้องฟ้า', 'ที่', 'ฉุด', 'มัน', 'ไว้', 'แต่', 'ก็', 'ทำ', 'ไม่', 'สำเร็จ']"
1426,1427,ลมที่จะมาช่วยพัดก็ไม่มี ในขณะเดียวกัน ดอกไม้น้อยๆ ก็ค่อยๆ ตายลงไปช้าๆ เหมือนเปลวเทียนที่ค่อยๆ ดับแสง,28,-1,-1,0,0,0,"['ลม', 'ที่จะ', 'มา', 'ช่วย', 'พัด', 'ก็', 'ไม่', 'มี', 'ในขณะเดียวกัน', 'ดอกไม้', 'น้อย', 'ก็', 'ค่อยๆ', 'ตาย', 'ลง', 'ไป', 'ช้าๆ', 'เหมือน', 'เปลว', 'เทียน', 'ที่', 'ค่อยๆ', 'ดับ', 'แสง']"
1427,1428,ครั้นแล้วเมฆน้อยก็ระเบิดความอัดอั้นตันใจออกมา มันร้องไห้อย่างสิ้นหวัง,28,-1,-1,-1,-1,1,"['ครั้นแล้ว', 'เมฆ', 'น้อย', 'ก็', 'ระเบิด', 'ความ', 'อัดอั้นตันใจ', 'ออกมา', 'มัน', 'ร้องไห้', 'อย่าง', 'สิ้นหวัง']"
1428,1429,น้ำตาของมันเริ่มจากเป็นฝอยๆ แล้วค่อยๆ โตขึ้นเป็นเม็ดเหมือนไข่มุกน้ำตา,28,0,-1,1,1,0,"['น้ำตา', 'ของ', 'มัน', 'เริ่ม', 'จาก', 'เป็น', 'ฝอย', 'แล้ว', 'ค่อยๆ', 'โต', 'ขึ้น', 'เป็น', 'เม็ด', 'เหมือน', 'ไข่มุก', 'น้ำตา']"
1429,1430,หยดลงถูกดอกไม้น้อยๆ ซึ่งดื่มน้ำวิเศษนั้นอย่างกระหายด้วยความตื่นเต้นยินดี,28,1,1,1,1,1,"['หยด', 'ลง', 'ถูก', 'ดอกไม้', 'น้อย', 'ซึ่ง', 'ดื่ม', 'น้ำ', 'วิเศษ', 'นั้น', 'อย่าง', 'กระหาย', 'ด้วย', 'ความตื่นเต้น', 'ยินดี']"
1430,1431,เมฆน้อยไม่รู้มาก่อนเลยว่ามันได้ทำน้ำฝนขึ้นมาแล้ว,28,0,1,0,0,0,"['เมฆ', 'น้อย', 'ไม่', 'รู้', 'มา', 'ก่อน', 'เลย', 'ว่า', 'มัน', 'ได้', 'ทำ', 'น้ำฝน', 'ขึ้น', 'มา', 'แล้ว']"
1431,1432,ผืนดินถูกปกคลุมด้วยทุ่งหญ้าเขียวขจี ดอกไม้ปรากฏขึ้นเต็มท้องทุ่ง และต้นไม้ก็งอกขึ้นมา,28,0,1,1,1,0,"['ผืนดิน', 'ถูก', 'ปกคลุม', 'ด้วย', 'ทุ่งหญ้า', 'เขียวขจี', 'ดอกไม้', 'ปรากฏ', 'ขึ้น', 'เต็ม', 'ท้องทุ่ง', 'และ', 'ต้นไม้', 'ก็', 'งอก', 'ขึ้น', 'มา']"
1432,1433,เมฆก้อนอื่นๆ เห็นเพื่อนโศกเศร้าก็พลอยร้องไห้ไปด้วย,28,-1,-1,-1,-1,1,"['เมฆ', 'ก้อน', 'อื่นๆ', 'เห็น', 'เพื่อน', 'โศกเศร้า', 'ก็', 'พลอย', 'ร้องไห้', 'ไป', 'ด้วย']"
1433,1434,ทุกๆ ที่ที่มีเมฆอยู่ก็จะมีสายฝนตกกระจายไปด้วย,28,0,1,0,0,0,"['ทุกๆ', 'ที่', 'ที่', 'มี', 'เมฆ', 'อยู่', 'ก็', 'จะ', 'มี', 'สาย', 'ฝนตก', 'กระจาย', 'ไป', 'ด้วย']"
1434,1435,พันธุ์พืชจึงเจริญงอกงามขยายออกไปทั่วทุกทิศ ภูเขาก็ถูกปกคลุมด้วยป่าเขียวชอุ่ม,28,0,1,1,1,0,"['พันธุ์พืช', 'จึง', 'เจริญงอกงาม', 'ขยาย', 'ออก', 'ไป', 'ทั่วทุกทิศ', 'ภูเขา', 'ก็', 'ถูก', 'ปกคลุม', 'ด้วย', 'ป่า', 'เขียวชอุ่ม']"
1435,1436,ก้อนเมฆประหลาดใจที่เห็นดอกไม้ดอกเล็กๆ กลับฟื้นขึ้นอย่างเข้มแข็ง,28,-1,1,1,1,0,"['ก้อน', 'เมฆ', 'ประหลาดใจ', 'ที่', 'เห็น', 'ดอก', 'ไม้ดอก', 'เล็ก', 'กลับ', 'ฟื้น', 'ขึ้น', 'อย่าง', 'เข้มแข็ง']"
1436,1437,มันแปลกใจจนหยุดร้องไห้ เมฆก้อนอื่นๆ ก็หยุดหลั่งน้ำตา เมื่อเห็นการเปลี่ยนแปลงอันมหัศจรรย์ที่ตัวเองทำ,28,-1,-1,1,1,0,"['มัน', 'แปลกใจ', 'จน', 'หยุด', 'ร้องไห้', 'เมฆ', 'ก้อน', 'อื่นๆ', 'ก็', 'หยุด', 'หลั่ง', 'น้ำตา', 'เมื่อ', 'เห็น', 'การเปลี่ยนแปลง', 'อัน', 'มหัศจรรย์', 'ที่', 'ตัวเอง', 'ทำ']"
1437,1438,โลกที่แห้งแล้งกลายเป็นโลกที่ร่มเย็น แล้วสัตว์ตัวแรกก็เกิดขึ้น ด้วยแรงลมช่วยเป่า,28,1,1,1,1,1,"['โลก', 'ที่', 'แห้งแล้ง', 'กลายเป็น', 'โลก', 'ที่', 'ร่มเย็น', 'แล้ว', 'สัตว์', 'ตัว', 'แรก', 'ก็', 'เกิดขึ้น', 'ด้วย', 'แรงลม', 'ช่วย', 'เป่า']"
1438,1439,เมฆทั้งหลายก็เริ่มการเดินทางอันยิ่งใหญ่ต่อไป,28,0,1,0,0,0,"['เมฆ', 'ทั้งหลาย', 'ก็', 'เริ่ม', 'การ', 'เดินทาง', 'อัน', 'ยิ่งใหญ่', 'ต่อไป']"
1439,1440,ตั้งแต่นั้นมา ทุกครั้งที่เห็นต้นไม้ต้องการน้ำ เมฆก็จะรู้สึกทุกข์ใจและร้องไห้ออกมา,28,-1,1,-1,-1,0,"['ตั้งแต่นั้นมา', 'ทุกครั้งที่', 'เห็น', 'ต้นไม้', 'ต้องการ', 'น้ำ', 'เมฆ', 'ก็', 'จะ', 'รู้สึก', 'ทุกข์ใจ', 'และ', 'ร้องไห้', 'ออกมา']"
1440,1441,ห่านออกไข่เป็นทองคำ,29,0,1,0,0,0,"['ห่าน', 'ออกไข่', 'เป็น', 'ทองคำ']"
1441,1442,ขอต้อนรับผู้ฟังที่น่ารักของฉัน ถึงเวลาเล่านิทานสั้นๆ อีกเรื่องแล้ว,29,0,0,1,1,0,"['ขอ', 'ต้อนรับ', 'ผู้ฟัง', 'ที่', 'น่ารัก', 'ของ', 'ฉัน', 'ถึง', 'เวลา', 'เล่านิทาน', 'สั้น', 'อีก', 'เรื่อง', 'แล้ว']"
1442,1443,ครั้งหนึ่งฉันเคยเล่าเรื่องให้กษัตริย์โคเอซัสแห่งลิเดียฟัง,29,0,0,0,0,1,"['ครั้งหนึ่ง', 'ฉัน', 'เคย', 'เล่าเรื่อง', 'ให้', 'กษัตริย์', 'โค', 'เอ', 'ซัส', 'แห่ง', 'ลิ', 'เดีย', 'ฟัง']"
1443,1444,อาณาจักรของพระองค์เป็นเพื่อนบ้านกับประเทศกรีซที่รักของฉัน,29,1,1,0,0,0,"['อาณาจักร', 'ของ', 'พระองค์', 'เป็น', 'เพื่อนบ้าน', 'กับ', 'ประเทศ', 'กรีซ', 'ที่รัก', 'ของ', 'ฉัน']"
1444,1445,พระองค์ทรงโปรดเรื่องนี้มากจนถึงกับรับสั่งให้ฉันอยู่ในซาร์ดิส เมืองหลวงที่อลังการของพระองค์,29,0,0,0,0,1,"['พระองค์', 'ทรง', 'โปรด', 'เรื่อง', 'นี้', 'มาก', 'จน', 'ถึงกับ', 'รับสั่ง', 'ให้', 'ฉัน', 'อยู่', 'ใน', 'ซาร์', 'ดิส', 'เมืองหลวง', 'ที่', 'อลังการ', 'ของ', 'พระองค์']"
1445,1446,พระองค์จะได้เรียกตัวฉันได้ทุกเมื่อที่อยากฟังนิทาน,29,0,1,0,0,0,"['พระองค์', 'จะ', 'ได้', 'เรียกตัว', 'ฉัน', 'ได้', 'ทุกเมื่อ', 'ที่', 'อยาก', 'ฟัง', 'นิทาน']"
1446,1447,ฉันพบคนมีชื่อเสียงมากมายในพระราชฐาน รวมทั้งนักปรัชญา วิศวกร และสมาชิกสภานิติบัญญัติผู้มีชื่อเสียงที่มาเยือนจากประเทศกรีซ,29,0,1,1,1,0,"['ฉัน', 'พบ', 'คน', 'มีชื่อเสียง', 'มากมาย', 'ใน', 'พระ', 'ราชฐาน', 'รวมทั้ง', 'นักปรัชญา', 'วิศวกร', 'และ', 'สมาชิก', 'สภานิติบัญญัติ', 'ผู้มีชื่อเสียง', 'ที่มา', 'เยือน', 'จาก', 'ประเทศ', 'กรีซ']"
1447,1448,เช้าวันหนึ่ง ฉันพบพระราชาประทับอยู่ที่โต๊ะในสวนโดยบังเอิญ พระองค์ดูโกรธกริ้ว,29,-1,-1,-1,-1,1,"['เช้า', 'วันหนึ่ง', 'ฉัน', 'พบ', 'พระราชา', 'ประทับ', 'อยู่', 'ที่', 'โต๊ะ', 'ใน', 'สวน', 'โดยบังเอิญ', 'พระองค์', 'ดู', 'โกรธ', 'กริ้ว']"
1448,1449,และพอฉันเข้าไปใกล้ พระองค์ก็ชนแก้วไวน์ตกลงพื้น,29,0,0,0,0,1,"['และ', 'พอ', 'ฉัน', 'เข้าไป', 'ใกล้', 'พระองค์', 'ก็', 'ชน', 'แก้วไวน์', 'ตก', 'ลงพื้น']"
1449,1450,“ว่ากันว่า พระราชวังเปอร์เซียของไซรัสมหาราชทำให้วังของข้ากลายเป็นเล้าไก่ไปเลย” พระองค์แผดเสียง,29,-1,-1,-1,-1,1,"['ว่า', 'กัน', 'ว่า', 'พระราชวัง', 'เปอร์เซีย', 'ของ', 'ไซ', 'รัส', 'มหาราช', 'ทำให้', 'วัง', 'ของ', 'ข้า', 'กลายเป็น', 'เล้า', 'ไก่', 'ไป', 'เลย', 'พระองค์', 'แผดเสียง']"
1450,1451,“งั้นข้าจะรื้อเล้าไก่นี่ให้ราบเรียบแล้วก็สร้างใหม่ให้ยิ่งใหญ่กว่าวังของศัตรูเลย คอยดู”,29,0,1,1,1,0,"['งั้น', 'ข้า', 'จะ', 'รื้อ', 'เล้า', 'ไก่', 'นี่', 'ให้', 'ราบเรียบ', 'แล้วก็', 'สร้าง', 'ใหม่', 'ให้', 'ยิ่งใหญ่', 'กว่า', 'วัง', 'ของ', 'ศัตรู', 'เลย', 'คอย', 'ดู']"
1451,1452,“ข้าน้อยมิกล้าแย้งพระราชาผู้สูงศักดิ์” ฉันพูดอย่างถ่อมตน,29,0,-1,1,1,0,"['ข้าน้อย', 'มิ', 'กล้า', 'แย้ง', 'พระราชา', 'ผู้สูงศักดิ์', 'ฉัน', 'พูด', 'อย่าง', 'ถ่อมตน']"
1452,1453,“แต่จะหาเงินสร้างวังที่ว่ามาจากไหนหรือพ่ะย่ะค่ะ”,29,0,-1,0,0,0,"['แต่', 'จะ', 'หาเงิน', 'สร้าง', 'วัง', 'ที่ว่า', 'มาจาก', 'ไหน', 'หรือ', 'พ่ะย่ะค่ะ']"
1453,1454,“ในเหมืองก็มีทองคำ” กษัตริย์โครเอซัสตะคอก,29,0,-1,-1,-1,0,"['ใน', 'เหมือง', 'ก็', 'มี', 'ทองคำ', 'กษัตริย์', 'โค', 'เอ', 'ซัส', 'ตะคอก']"
1454,1455,“และก็มีอีกถมเถใต้ผืนทรายของแม่น้ำแพกโตลัส ข้าจะสั่งให้พวกทาสไปหาทองคำบริสุทธิ์ทุกก้อน และพอเงินหมด ข้าก็จะเรียกเก็บภาษีจากประชาชน”,29,0,-1,0,0,0,"['และ', 'ก็', 'มี', 'อีก', 'ถมเถ', 'ใต้', 'ผืน', 'ทราย', 'ของ', 'แม่น้ำ', 'แพ', 'โต', 'ลัส', 'ข้า', 'จะ', 'สั่ง', 'ให้', 'พวก', 'ทาส', 'ไปหา', 'ทองคำบริสุทธิ์', 'ทุก', 'ก้อน', 'และ', 'พอ', 'เงิน', 'หมด', 'ข้า', 'ก็', 'จะ', 'เรียก', 'เก็บภาษี', 'จาก', 'ประชาชน']"
1455,1456,“เก็บภาษีจากประชาชนงั้นหรือพ่ะย่ะค่ะ” ฉันพูดซ้ำอย่างเศร้าสร้อย,29,-1,-1,-1,-1,1,"['เก็บภาษี', 'จาก', 'ประชาชน', 'งั้น', 'หรือ', 'พ่ะย่ะค่ะ', 'ฉัน', 'พูด', 'ซ้ำ', 'อย่าง', 'เศร้าสร้อย']"
